Value,Score,Method,Metric,Channel,Optimal,What,Participant,Condition,SamplingRate,MaxFreq,Duration,Dataset
1,6.734645598175132,fraser1986,Mutual Information,F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,6.560839139447034,fraser1986,Mutual Information,F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,6.498859945176352,fraser1986,Mutual Information,F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,6.461756461449312,fraser1986,Mutual Information,F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,6.429027733408923,fraser1986,Mutual Information,F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,6.401595003467195,fraser1986,Mutual Information,F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,6.378150417445546,fraser1986,Mutual Information,F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,6.357236807428507,fraser1986,Mutual Information,F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,6.338885290547903,fraser1986,Mutual Information,F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,6.321396188743574,fraser1986,Mutual Information,F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,0.9999915127737917,rosenstein1993,Autocorrelation (FFT),F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,0.9999830105349437,rosenstein1993,Autocorrelation (FFT),F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,0.9999745841254347,rosenstein1993,Autocorrelation (FFT),F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,0.9999661617165488,rosenstein1993,Autocorrelation (FFT),F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,0.9999577426266412,rosenstein1993,Autocorrelation (FFT),F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,0.9999493241015589,rosenstein1993,Autocorrelation (FFT),F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,0.999940905168981,rosenstein1993,Autocorrelation (FFT),F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,0.9999324926567721,rosenstein1993,Autocorrelation (FFT),F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,0.9999240849281472,rosenstein1993,Autocorrelation (FFT),F4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,2.895110746317135e-06,rosenstein1994,Displacement,F4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,4.419252439810558e-06,rosenstein1994,Displacement,F4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,5.022809309681137e-06,rosenstein1994,Displacement,F4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,5.440096516244288e-06,rosenstein1994,Displacement,F4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,5.827398565404772e-06,rosenstein1994,Displacement,F4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,6.178275122560709e-06,rosenstein1994,Displacement,F4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,6.487502102292092e-06,rosenstein1994,Displacement,F4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,6.763159343836531e-06,rosenstein1994,Displacement,F4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,6.997509350498862e-06,rosenstein1994,Displacement,F4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,7.202421945849157e-06,rosenstein1994,Displacement,F4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,5.30789531611432,fraser1986,Mutual Information,F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,4.7544578477614525,fraser1986,Mutual Information,F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,4.590184291388088,fraser1986,Mutual Information,F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,4.50148678161894,fraser1986,Mutual Information,F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,4.431255805488838,fraser1986,Mutual Information,F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,4.369422965442915,fraser1986,Mutual Information,F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,4.3173365480437536,fraser1986,Mutual Information,F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,4.274459029204681,fraser1986,Mutual Information,F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,4.239200409267179,fraser1986,Mutual Information,F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,4.211834889659996,fraser1986,Mutual Information,F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,0.9999926822923719,rosenstein1993,Autocorrelation (FFT),F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,0.9999853455097897,rosenstein1993,Autocorrelation (FFT),F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,0.9999780568568659,rosenstein1993,Autocorrelation (FFT),F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,0.9999707807101506,rosenstein1993,Autocorrelation (FFT),F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,0.9999635152412569,rosenstein1993,Autocorrelation (FFT),F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,0.9999562542063941,rosenstein1993,Autocorrelation (FFT),F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,0.9999489929643609,rosenstein1993,Autocorrelation (FFT),F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,0.9999417327853894,rosenstein1993,Autocorrelation (FFT),F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,0.9999344656323329,rosenstein1993,Autocorrelation (FFT),F6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,3.987995259425484e-06,rosenstein1994,Displacement,F6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,6.151322827907041e-06,rosenstein1994,Displacement,F6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,6.992921505559234e-06,rosenstein1994,Displacement,F6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,7.4860308564776225e-06,rosenstein1994,Displacement,F6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,7.888347330064916e-06,rosenstein1994,Displacement,F6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,8.259107245787536e-06,rosenstein1994,Displacement,F6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,8.599187243849105e-06,rosenstein1994,Displacement,F6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,8.886108104202984e-06,rosenstein1994,Displacement,F6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,9.116621454539856e-06,rosenstein1994,Displacement,F6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,9.303936265240555e-06,rosenstein1994,Displacement,F6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,5.927880480241661,fraser1986,Mutual Information,F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,5.477747896320748,fraser1986,Mutual Information,F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,5.351663773208487,fraser1986,Mutual Information,F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,5.284444851433006,fraser1986,Mutual Information,F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,5.231941023750708,fraser1986,Mutual Information,F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,5.1789853366645335,fraser1986,Mutual Information,F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,5.128248339700603,fraser1986,Mutual Information,F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,5.085489501217506,fraser1986,Mutual Information,F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,5.052191369531888,fraser1986,Mutual Information,F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,5.0255430236811005,fraser1986,Mutual Information,F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,0.9999922720746751,rosenstein1993,Autocorrelation (FFT),F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,0.9999845336246177,rosenstein1993,Autocorrelation (FFT),F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,0.999976838608434,rosenstein1993,Autocorrelation (FFT),F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,0.9999691563656188,rosenstein1993,Autocorrelation (FFT),F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,0.9999614771766181,rosenstein1993,Autocorrelation (FFT),F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,0.9999537904261984,rosenstein1993,Autocorrelation (FFT),F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,0.9999461038963949,rosenstein1993,Autocorrelation (FFT),F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,0.9999384214026803,rosenstein1993,Autocorrelation (FFT),F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,0.999930738286121,rosenstein1993,Autocorrelation (FFT),F8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,3.675119451177517e-06,rosenstein1994,Displacement,F8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,5.515669938055027e-06,rosenstein1994,Displacement,F8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,6.142982830469261e-06,rosenstein1994,Displacement,F8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,6.497877230934013e-06,rosenstein1994,Displacement,F8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,6.781697218059773e-06,rosenstein1994,Displacement,F8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,7.06793580624505e-06,rosenstein1994,Displacement,F8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,7.369617343236422e-06,rosenstein1994,Displacement,F8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,7.638609633938438e-06,rosenstein1994,Displacement,F8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,7.851311927887823e-06,rosenstein1994,Displacement,F8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,8.01770396835563e-06,rosenstein1994,Displacement,F8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,6.12794618868502,fraser1986,Mutual Information,FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,5.799628965408116,fraser1986,Mutual Information,FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,5.723999341284378,fraser1986,Mutual Information,FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,5.680231200964636,fraser1986,Mutual Information,FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,5.638440503073591,fraser1986,Mutual Information,FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,5.59945296176133,fraser1986,Mutual Information,FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,5.562103189261013,fraser1986,Mutual Information,FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,5.530889942134496,fraser1986,Mutual Information,FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,5.505884198252652,fraser1986,Mutual Information,FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,5.482182640651252,fraser1986,Mutual Information,FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,0.99999304598101,rosenstein1993,Autocorrelation (FFT),FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,0.9999860241197551,rosenstein1993,Autocorrelation (FFT),FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,0.999979334910813,rosenstein1993,Autocorrelation (FFT),FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,0.9999727093963499,rosenstein1993,Autocorrelation (FFT),FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,0.9999660887255161,rosenstein1993,Autocorrelation (FFT),FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,0.9999594649419901,rosenstein1993,Autocorrelation (FFT),FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,0.9999528313702555,rosenstein1993,Autocorrelation (FFT),FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,0.9999462125634172,rosenstein1993,Autocorrelation (FFT),FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,0.9999396126784412,rosenstein1993,Autocorrelation (FFT),FT8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,4.560808371666135e-06,rosenstein1994,Displacement,FT8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,6.78078955675468e-06,rosenstein1994,Displacement,FT8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,7.369207641993252e-06,rosenstein1994,Displacement,FT8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,7.702815329672709e-06,rosenstein1994,Displacement,FT8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,8.039092268930612e-06,rosenstein1994,Displacement,FT8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,8.358746571923474e-06,rosenstein1994,Displacement,FT8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,8.653934266539474e-06,rosenstein1994,Displacement,FT8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,8.923771560521715e-06,rosenstein1994,Displacement,FT8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,9.140057376221952e-06,rosenstein1994,Displacement,FT8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,9.339659814422234e-06,rosenstein1994,Displacement,FT8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,6.372929215089123,fraser1986,Mutual Information,FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,6.128480014281314,fraser1986,Mutual Information,FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,6.084685533020779,fraser1986,Mutual Information,FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,6.061942472174763,fraser1986,Mutual Information,FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,6.039218154177991,fraser1986,Mutual Information,FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,6.015205358451299,fraser1986,Mutual Information,FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,5.990804584709235,fraser1986,Mutual Information,FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,5.972412670008473,fraser1986,Mutual Information,FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,5.954382598808799,fraser1986,Mutual Information,FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,5.93816267355403,fraser1986,Mutual Information,FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,0.9999895140779583,rosenstein1993,Autocorrelation (FFT),FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,0.9999789849022619,rosenstein1993,Autocorrelation (FFT),FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,0.9999694223260097,rosenstein1993,Autocorrelation (FFT),FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,0.9999599629824278,rosenstein1993,Autocorrelation (FFT),FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,0.9999504728046192,rosenstein1993,Autocorrelation (FFT),FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,0.999940963333614,rosenstein1993,Autocorrelation (FFT),FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,0.9999314681318904,rosenstein1993,Autocorrelation (FFT),FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,0.999921962592035,rosenstein1993,Autocorrelation (FFT),FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,0.9999124476491904,rosenstein1993,Autocorrelation (FFT),FC6,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,4.166680367532439e-06,rosenstein1994,Displacement,FC6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,6.086279363562557e-06,rosenstein1994,Displacement,FC6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,6.50943878711109e-06,rosenstein1994,Displacement,FC6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,6.709393507249564e-06,rosenstein1994,Displacement,FC6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,6.933369440759772e-06,rosenstein1994,Displacement,FC6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,7.174059367183911e-06,rosenstein1994,Displacement,FC6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,7.402116615013618e-06,rosenstein1994,Displacement,FC6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,7.586051091253295e-06,rosenstein1994,Displacement,FC6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,7.757482423488858e-06,rosenstein1994,Displacement,FC6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,7.923292772317993e-06,rosenstein1994,Displacement,FC6,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,5.864555183117913,fraser1986,Mutual Information,FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,5.300352960462382,fraser1986,Mutual Information,FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,5.082696689321496,fraser1986,Mutual Information,FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,4.950315102150977,fraser1986,Mutual Information,FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,4.849425096826356,fraser1986,Mutual Information,FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,4.770954532811361,fraser1986,Mutual Information,FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,4.711441684905849,fraser1986,Mutual Information,FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,4.663734190824369,fraser1986,Mutual Information,FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,4.622758565008065,fraser1986,Mutual Information,FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,4.587055620731186,fraser1986,Mutual Information,FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,0.9999922891257419,rosenstein1993,Autocorrelation (FFT),FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,0.9999820123432467,rosenstein1993,Autocorrelation (FFT),FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,0.99997458315095,rosenstein1993,Autocorrelation (FFT),FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,0.9999681869695033,rosenstein1993,Autocorrelation (FFT),FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,0.9999621957648901,rosenstein1993,Autocorrelation (FFT),FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,0.9999566029530754,rosenstein1993,Autocorrelation (FFT),FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,0.9999515158994624,rosenstein1993,Autocorrelation (FFT),FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,0.9999468344967246,rosenstein1993,Autocorrelation (FFT),FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,0.9999423330290095,rosenstein1993,Autocorrelation (FFT),FC4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,4.872459436720957e-06,rosenstein1994,Displacement,FC4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,7.824843921667381e-06,rosenstein1994,Displacement,FC4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,9.314039143462513e-06,rosenstein1994,Displacement,FC4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,1.0319922480148954e-05,rosenstein1994,Displacement,FC4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,1.1139136383615072e-05,rosenstein1994,Displacement,FC4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,1.1812461401653834e-05,rosenstein1994,Displacement,FC4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,1.2354712448192015e-05,rosenstein1994,Displacement,FC4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,1.2802908726240844e-05,rosenstein1994,Displacement,FC4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,1.3193567050888486e-05,rosenstein1994,Displacement,FC4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,1.3561062500405824e-05,rosenstein1994,Displacement,FC4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,6.587899302233568,fraser1986,Mutual Information,FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,6.3287546985211005,fraser1986,Mutual Information,FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,6.227189528561424,fraser1986,Mutual Information,FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,6.151375017403545,fraser1986,Mutual Information,FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,6.085305016343591,fraser1986,Mutual Information,FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,6.0278129197058,fraser1986,Mutual Information,FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,5.98219190501401,fraser1986,Mutual Information,FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,5.9438739873222035,fraser1986,Mutual Information,FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,5.9148266486294245,fraser1986,Mutual Information,FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,5.895537124089585,fraser1986,Mutual Information,FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,0.9999919455282378,rosenstein1993,Autocorrelation (FFT),FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,0.9999838843636664,rosenstein1993,Autocorrelation (FFT),FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,0.9999758333315435,rosenstein1993,Autocorrelation (FFT),FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,0.9999677834287759,rosenstein1993,Autocorrelation (FFT),FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,0.9999597345246911,rosenstein1993,Autocorrelation (FFT),FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,0.9999516863504692,rosenstein1993,Autocorrelation (FFT),FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,0.9999436387738798,rosenstein1993,Autocorrelation (FFT),FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,0.9999355926642275,rosenstein1993,Autocorrelation (FFT),FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,0.9999275492642553,rosenstein1993,Autocorrelation (FFT),FC2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.5337190073725099e-06,rosenstein1994,Displacement,FC2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,2.393730965044317e-06,rosenstein1994,Displacement,FC2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,2.8090076029336674e-06,rosenstein1994,Displacement,FC2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,3.14437795262066e-06,rosenstein1994,Displacement,FC2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,3.4560452730510497e-06,rosenstein1994,Displacement,FC2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,3.7408780530042237e-06,rosenstein1994,Displacement,FC2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,3.988802115852197e-06,rosenstein1994,Displacement,FC2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,4.192341025176993e-06,rosenstein1994,Displacement,FC2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,4.348194240507927e-06,rosenstein1994,Displacement,FC2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,4.463929663352643e-06,rosenstein1994,Displacement,FC2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,6.379988497113824,fraser1986,Mutual Information,FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,6.026369449446348,fraser1986,Mutual Information,FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,5.820939976496434,fraser1986,Mutual Information,FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,5.666043901750388,fraser1986,Mutual Information,FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,5.541017222127815,fraser1986,Mutual Information,FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,5.4392290061356565,fraser1986,Mutual Information,FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,5.359291795672259,fraser1986,Mutual Information,FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,5.29713617783801,fraser1986,Mutual Information,FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,5.250459944688817,fraser1986,Mutual Information,FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,5.215854930288163,fraser1986,Mutual Information,FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,0.9999898677110486,rosenstein1993,Autocorrelation (FFT),FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,0.9999791678250293,rosenstein1993,Autocorrelation (FFT),FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,0.9999684421649334,rosenstein1993,Autocorrelation (FFT),FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,0.9999576833061748,rosenstein1993,Autocorrelation (FFT),FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,0.9999469140572983,rosenstein1993,Autocorrelation (FFT),FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,0.9999361610888131,rosenstein1993,Autocorrelation (FFT),FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,0.9999254850647803,rosenstein1993,Autocorrelation (FFT),FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,0.999914970093034,rosenstein1993,Autocorrelation (FFT),FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,0.9999046397180424,rosenstein1993,Autocorrelation (FFT),FCz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.1346950927756758e-06,rosenstein1994,Displacement,FCz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
