Channel,SFD,AttEn,SVDEn,Hjorth,Participant,Condition,Dataset
Oz,1.6912594870124886,1.341140831584438,2.2586428477346807,1.4825926202566784,sub-17,Eyes-Closed,Wang (2022)
O1,1.6900890494228822,1.547865730447571,2.277834737683348,1.4151768680800136,sub-17,Eyes-Closed,Wang (2022)
Fpz,1.724332467983771,0.5370168590713285,2.106542432551799,1.119082312887904,sub-17,Eyes-Closed,Wang (2022)
Fp2,1.6716599525395353,0.8280304132905669,2.2275971583128245,1.4531464805816157,sub-17,Eyes-Closed,Wang (2022)
AF4,1.7370888980342576,0.5323204776068149,2.070906517296146,1.0924220957324169,sub-17,Eyes-Closed,Wang (2022)
AF8,1.594757027480223,2.006290546419823,2.1339251343445995,3.165198907176757,sub-17,Eyes-Closed,Wang (2022)
F2,1.72823169831441,0.7300849074354796,2.1760904109964514,1.1758285046003216,sub-17,Eyes-Closed,Wang (2022)
F4,1.6852715285130722,0.9655970630850531,2.263994955131569,1.3778636864394802,sub-17,Eyes-Closed,Wang (2022)
F6,1.608803002827325,2.1610952371169567,2.256783911902695,2.4402774923370467,sub-17,Eyes-Closed,Wang (2022)
F8,1.5821480834448232,2.8414573984248404,2.1737619117229237,2.9711513866230943,sub-17,Eyes-Closed,Wang (2022)
FC2,1.6558885994524573,1.5935319069056286,2.293112336995189,1.8606717053050579,sub-17,Eyes-Closed,Wang (2022)
FC4,1.6413459964352568,2.01704887012363,2.2868128360239366,2.0878780979548632,sub-17,Eyes-Closed,Wang (2022)
FC6,1.6411049146175278,2.217765212579657,2.2881308667528626,2.0028426127682666,sub-17,Eyes-Closed,Wang (2022)
FT8,1.6778859449902175,1.6875735215899672,2.290298539795114,1.4368655345160601,sub-17,Eyes-Closed,Wang (2022)
C2,1.6074840437225195,3.031046725675233,2.2832162524345576,2.0817556555089873,sub-17,Eyes-Closed,Wang (2022)
C4,1.6101360975941277,2.6265522652089164,2.291583102730632,2.0601162234364594,sub-17,Eyes-Closed,Wang (2022)
C6,1.6639936946155567,2.006070301033589,2.3050670107088385,1.7012091069912145,sub-17,Eyes-Closed,Wang (2022)
T8,1.6824638603716084,1.5890319798986599,2.293451251346701,1.464576329088474,sub-17,Eyes-Closed,Wang (2022)
CPz,1.5972644589833611,2.683095685913615,2.2476573794145085,2.209655989413457,sub-17,Eyes-Closed,Wang (2022)
CP2,1.6038207345596265,2.495813398839534,2.2709083818778693,2.187582661802808,sub-17,Eyes-Closed,Wang (2022)
CP4,1.6374387316579053,1.779158649542357,2.2809054025472224,1.9215793298633175,sub-17,Eyes-Closed,Wang (2022)
CP6,1.6600926470939386,1.5115481662959465,2.2843301899967683,1.757115492966587,sub-17,Eyes-Closed,Wang (2022)
TP8,1.6717372971946831,1.3768111347701488,2.2965024149314646,1.5103787065535879,sub-17,Eyes-Closed,Wang (2022)
TP10,1.6835447531601808,0.819060524844252,2.2318352055189035,1.2967003499323972,sub-17,Eyes-Closed,Wang (2022)
P2,1.619279760637133,2.231821434856586,2.203078747006041,2.1816290730454493,sub-17,Eyes-Closed,Wang (2022)
P4,1.630386857359511,2.0472407528298433,2.2104442997563893,2.203682439782818,sub-17,Eyes-Closed,Wang (2022)
P6,1.65805188371308,1.4768865883594868,2.240105807981841,1.875664706949192,sub-17,Eyes-Closed,Wang (2022)
P8,1.6817410280273144,1.129638114929551,2.2684965043499448,1.489835051150738,sub-17,Eyes-Closed,Wang (2022)
POz,1.6599709766098152,1.610902698679008,2.231165009508309,1.7544919078585703,sub-17,Eyes-Closed,Wang (2022)
PO4,1.6553952188706766,1.7740659921718847,2.2137311781984157,1.9174553347903356,sub-17,Eyes-Closed,Wang (2022)
PO8,1.677465445899946,1.2653192221931833,2.260768171751643,1.4714589691842657,sub-17,Eyes-Closed,Wang (2022)
O2,1.6910203112549218,1.400675974038342,2.260198068723694,1.3974539218308746,sub-17,Eyes-Closed,Wang (2022)
Fp1,1.5539162749064794,1.3228231610101955,2.2435214334102036,1.5965605079738496,sub-17,Eyes-Open,Wang (2022)
AF3,1.7190678615431931,0.7223027217365527,2.0951351216566256,1.0701634416923047,sub-17,Eyes-Open,Wang (2022)
AF7,1.5237856403118435,1.718289606385508,2.2115374178186933,1.9332899016074532,sub-17,Eyes-Open,Wang (2022)
Fz,1.7467085696562052,0.5368042075148105,2.046295581570813,1.0667816330057112,sub-17,Eyes-Open,Wang (2022)
F1,1.734558594677538,0.6649067514976417,2.1344849742239167,1.1079746093682918,sub-17,Eyes-Open,Wang (2022)
F3,1.7178064188219326,0.9046608519134963,2.225988698515772,1.1878424593749737,sub-17,Eyes-Open,Wang (2022)
F5,1.6410852847843587,1.8635678771123527,2.314563636273662,1.4297616942890663,sub-17,Eyes-Open,Wang (2022)
F7,1.5245327795034536,1.7829954602247713,2.219360778434882,1.9258087873808423,sub-17,Eyes-Open,Wang (2022)
FC1,1.657299989495463,1.2186749874819316,2.299091346517417,1.5064771664924665,sub-17,Eyes-Open,Wang (2022)
FC3,1.6557499163719918,1.602680640657185,2.3049242585914254,1.5952336449289786,sub-17,Eyes-Open,Wang (2022)
FC5,1.6365926642402524,2.433272730579942,2.314586566347658,1.6087267103236862,sub-17,Eyes-Open,Wang (2022)
FT7,1.6437894728384221,2.271316016045256,2.308941802523028,1.6169016078830212,sub-17,Eyes-Open,Wang (2022)
Cz,1.5764190281833144,2.659557344971235,2.2862351715804796,2.409594220786991,sub-17,Eyes-Open,Wang (2022)
C1,1.5764428221102964,2.862641594317398,2.296373355786483,2.1717319106830613,sub-17,Eyes-Open,Wang (2022)
C3,1.5936341143082937,2.674995276327918,2.308306925271612,1.9670852913913306,sub-17,Eyes-Open,Wang (2022)
C5,1.6313716184413032,2.212879055016543,2.314102466888362,1.509929141556209,sub-17,Eyes-Open,Wang (2022)
T7,1.6530388211934643,1.4841445766748178,2.2883131018515988,1.3236321887704003,sub-17,Eyes-Open,Wang (2022)
CP1,1.6028306293598629,2.155283147051513,2.2959958971492243,2.1626278272936235,sub-17,Eyes-Open,Wang (2022)
CP3,1.6180330847290043,1.8025741750208877,2.3046996168221088,1.8117391813417707,sub-17,Eyes-Open,Wang (2022)
CP5,1.6269077861527474,1.5496255179985643,2.3023601337046795,1.6133777769039421,sub-17,Eyes-Open,Wang (2022)
TP7,1.6529938589191908,1.4370083404159275,2.2863966904095783,1.3266163415210819,sub-17,Eyes-Open,Wang (2022)
TP9,1.6558892159443033,1.3287010704712714,2.2790958227131597,1.3071565807904757,sub-17,Eyes-Open,Wang (2022)
Pz,1.6391527225482347,1.4595454565820143,2.2866003055854556,1.786031560273879,sub-17,Eyes-Open,Wang (2022)
P1,1.6553172590732328,1.4252548220185546,2.2887318046767606,1.6998103722547906,sub-17,Eyes-Open,Wang (2022)
P3,1.6476505672198043,1.3222908496344679,2.282582609709375,1.5267501715677725,sub-17,Eyes-Open,Wang (2022)
P5,1.6478366185968643,1.3151098089755995,2.2824365654770777,1.5224375488768744,sub-17,Eyes-Open,Wang (2022)
P7,1.6498576065102233,1.0442266445956883,2.261871643572345,1.33019331604075,sub-17,Eyes-Open,Wang (2022)
PO3,1.6656806304719147,1.5809913088573815,2.293202229628462,1.3969833830872653,sub-17,Eyes-Open,Wang (2022)
PO7,1.679911132501089,1.1570754037767212,2.252286500971625,1.2083766477811997,sub-17,Eyes-Open,Wang (2022)
Oz,1.6771325990714558,1.16734864132449,2.253910204435673,1.2025312920427693,sub-17,Eyes-Open,Wang (2022)
O1,1.6801389620717375,1.1561152096576675,2.248718075309881,1.195630478469307,sub-17,Eyes-Open,Wang (2022)
Fpz,1.6691184680250648,0.7429949609617641,2.150549498703999,1.1089142606077766,sub-17,Eyes-Open,Wang (2022)
Fp2,1.6391743441179338,1.536685894646106,2.293514923318982,1.2468985549271256,sub-17,Eyes-Open,Wang (2022)
AF4,1.7242575468640824,0.7745530467521975,2.0991449528473316,1.0645735216353722,sub-17,Eyes-Open,Wang (2022)
AF8,1.627290039485147,2.2639167594520284,2.3134664914287573,1.4431133837017125,sub-17,Eyes-Open,Wang (2022)
F2,1.7390566445344806,0.6503794235366822,2.1168278609328954,1.0972096264856954,sub-17,Eyes-Open,Wang (2022)
F4,1.7042586137678901,1.0255439201999776,2.24743758920206,1.2165039230058874,sub-17,Eyes-Open,Wang (2022)
F6,1.608616367837956,2.3183780444972886,2.3135688758392075,1.5458484018566496,sub-17,Eyes-Open,Wang (2022)
F8,1.5970732336812101,2.4044539113025643,2.311243160789775,1.538178225742968,sub-17,Eyes-Open,Wang (2022)
FC2,1.6490060798744492,1.354728323965276,2.306252725264173,1.6243400920932556,sub-17,Eyes-Open,Wang (2022)
FC4,1.647524376967207,1.9196599936069776,2.3068587799530413,1.7302165110328218,sub-17,Eyes-Open,Wang (2022)
FC6,1.649424915949992,2.3648312772149263,2.3128700600588368,1.5495860805442638,sub-17,Eyes-Open,Wang (2022)
FT8,1.6676810378004765,2.034351579173438,2.308128545264471,1.3057143223716823,sub-17,Eyes-Open,Wang (2022)
C2,1.5715203258538057,2.9079769626078846,2.292435222309247,2.1936629019431146,sub-17,Eyes-Open,Wang (2022)
C4,1.5997538351192742,2.603113782464003,2.3060664913755824,1.9447341223150303,sub-17,Eyes-Open,Wang (2022)
C6,1.649728731379172,1.9735811182939584,2.3014062932024357,1.405826648059692,sub-17,Eyes-Open,Wang (2022)
T8,1.672814395436983,1.7495094925495223,2.2955708223166877,1.32665253026285,sub-17,Eyes-Open,Wang (2022)
CPz,1.589882903322671,2.2363125068713074,2.283319144718001,2.4031702015027805,sub-17,Eyes-Open,Wang (2022)
CP2,1.593766865150359,2.280553095768265,2.29358074903814,2.2317826123894484,sub-17,Eyes-Open,Wang (2022)
CP4,1.6278688350103914,1.7400007925024066,2.296934962146184,1.8115613524717726,sub-17,Eyes-Open,Wang (2022)
CP6,1.652074209939134,1.3224641787688758,2.2836811421980414,1.470537665841233,sub-17,Eyes-Open,Wang (2022)
TP8,1.6476878809745394,1.4331449622058225,2.284452230731848,1.3210597027257625,sub-17,Eyes-Open,Wang (2022)
TP10,1.6783127368552515,0.7562226149486571,2.2045011020541248,1.2232031930240845,sub-17,Eyes-Open,Wang (2022)
P2,1.6311284649138944,1.7254919717654258,2.291156161467833,1.9500572467071802,sub-17,Eyes-Open,Wang (2022)
P4,1.6350165039631963,1.5552206267169004,2.289080185928388,1.7535644811883004,sub-17,Eyes-Open,Wang (2022)
P6,1.6533912484362827,1.2104369643272592,2.273251846495598,1.4940424694178895,sub-17,Eyes-Open,Wang (2022)
P8,1.6797165228663475,0.9916379955699028,2.2463956925553576,1.2860639045307543,sub-17,Eyes-Open,Wang (2022)
POz,1.6723883836025877,1.1940844792244474,2.2699767969209175,1.3511063279805517,sub-17,Eyes-Open,Wang (2022)
PO4,1.6692300853163897,1.5122594857716687,2.2895317373726956,1.3729718544620892,sub-17,Eyes-Open,Wang (2022)
PO8,1.6877131759440518,1.3103106095005508,2.269919167406088,1.2379414414711163,sub-17,Eyes-Open,Wang (2022)
O2,1.6799401676640628,1.3944418783666772,2.2666497393253766,1.1874124882365742,sub-17,Eyes-Open,Wang (2022)
Fp1,1.51353990151373,3.169247076763663,2.1833485972821207,3.0742958522899673,sub-18,Eyes-Closed,Wang (2022)
AF3,1.5706572306886875,3.237155315698758,2.272364094946229,2.530799519107752,sub-18,Eyes-Closed,Wang (2022)
AF7,1.5273158626486476,3.0578453427433456,2.182826059826599,2.9211618108676927,sub-18,Eyes-Closed,Wang (2022)
Fz,1.5438311478078202,3.314624327456393,2.2693270690023946,2.474761370941803,sub-18,Eyes-Closed,Wang (2022)
F1,1.5516802225729083,3.285338531329537,2.27612525356723,2.575263330872968,sub-18,Eyes-Closed,Wang (2022)
F3,1.5215411036210478,3.205315573610612,2.290561270538881,2.3699038788919875,sub-18,Eyes-Closed,Wang (2022)
F5,1.5106854229501745,3.0961974318113628,2.277812129032815,2.1668890786752546,sub-18,Eyes-Closed,Wang (2022)
F7,1.486599040945448,2.9945724753400755,2.2641414746491955,2.042563746796043,sub-18,Eyes-Closed,Wang (2022)
FC1,1.5337451800567554,3.2663224843537426,2.26679647017426,2.6593157107109477,sub-18,Eyes-Closed,Wang (2022)
FC3,1.4720707169588394,3.0810445940296587,2.3108095613886297,1.654109950954306,sub-18,Eyes-Closed,Wang (2022)
FC5,1.4681254615758177,2.9763025921471673,2.3058125799672267,1.5688614157529726,sub-18,Eyes-Closed,Wang (2022)
FT7,1.4817000099534297,3.0473798491072466,2.2761754284030857,2.0910532205080337,sub-18,Eyes-Closed,Wang (2022)
Cz,1.5285556506609583,3.2784312695015547,2.2561300440154635,2.589219754206946,sub-18,Eyes-Closed,Wang (2022)
C1,1.5356498551282942,3.170668445781625,2.282610155328875,2.459723987905066,sub-18,Eyes-Closed,Wang (2022)
C3,1.4809658438837006,2.8646436242780786,2.3174396968173583,1.5184723070546027,sub-18,Eyes-Closed,Wang (2022)
C5,1.4680079573271692,2.630087293550344,2.3162451953215393,1.3649842790543005,sub-18,Eyes-Closed,Wang (2022)
T7,1.4712503509899237,2.9862528490095333,2.300333078109436,1.642176677659943,sub-18,Eyes-Closed,Wang (2022)
CP1,1.5558673591806136,3.2067474568136634,2.302047923473182,2.2829208049085445,sub-18,Eyes-Closed,Wang (2022)
CP3,1.4966284646645363,3.137199338761323,2.3187046075934656,1.7918261961095816,sub-18,Eyes-Closed,Wang (2022)
CP5,1.5161112717589962,3.187967299686844,2.3056875242469177,2.089134720923913,sub-18,Eyes-Closed,Wang (2022)
TP7,1.5229495730991724,2.8614420129887166,2.2669145365175374,2.179183751207919,sub-18,Eyes-Closed,Wang (2022)
TP9,1.5370966275983566,2.8127399543435114,2.2706090719534404,2.3707097639686685,sub-18,Eyes-Closed,Wang (2022)
Pz,1.5772088099926616,3.2751239949162074,2.286860493822368,1.9982042203134915,sub-18,Eyes-Closed,Wang (2022)
P1,1.5756714772976186,3.2295434580659133,2.2904107331712718,2.0410897865034316,sub-18,Eyes-Closed,Wang (2022)
P3,1.5744957645299098,3.1744759673228216,2.290282618504237,2.1149675343864094,sub-18,Eyes-Closed,Wang (2022)
P5,1.5850690529781848,3.1368767244544147,2.295935615401171,2.2066389910446373,sub-18,Eyes-Closed,Wang (2022)
P7,1.5889568915933876,2.8106579593498453,2.280297006481499,2.3727903928749705,sub-18,Eyes-Closed,Wang (2022)
PO3,1.575501925816976,2.891075423013529,2.289746168971494,2.012902854609006,sub-18,Eyes-Closed,Wang (2022)
PO7,1.5673530246253087,3.116678649183411,2.279660295469568,2.463004032452386,sub-18,Eyes-Closed,Wang (2022)
Oz,1.465172869200864,2.8476438652493856,2.002760562783911,4.084173802180815,sub-18,Eyes-Closed,Wang (2022)
O1,1.5776839683648958,2.9282966306342217,2.283684248657449,2.379865899572758,sub-18,Eyes-Closed,Wang (2022)
Fpz,1.5052491993060737,3.2146036804376603,2.1314995325834363,3.384933303238497,sub-18,Eyes-Closed,Wang (2022)
Fp2,1.5126872445783917,3.123532637519415,2.1697705824027698,3.1910828094052537,sub-18,Eyes-Closed,Wang (2022)
AF4,1.5695040770772155,3.2308399552530425,2.271698837346534,2.454907373506083,sub-18,Eyes-Closed,Wang (2022)
AF8,1.546235722615568,2.835322471293595,2.1164374629815756,3.4383473837939014,sub-18,Eyes-Closed,Wang (2022)
F2,1.5546725245281126,3.298184247369922,2.278833428841328,2.3961622376626406,sub-18,Eyes-Closed,Wang (2022)
F4,1.582791998925976,3.2351186062453086,2.2887954738414837,2.417248504415365,sub-18,Eyes-Closed,Wang (2022)
F6,1.5618561447842247,3.036001981066729,2.268955010305012,2.508239723548433,sub-18,Eyes-Closed,Wang (2022)
F8,1.5608250713216614,3.0000711455052986,2.197974404669906,3.0515156296861,sub-18,Eyes-Closed,Wang (2022)
FC2,1.5369980671499346,3.2857796507615906,2.2619069300539354,2.5509079300249664,sub-18,Eyes-Closed,Wang (2022)
FC4,1.568638700723167,3.168983780062636,2.2956566325785315,2.3248000893887157,sub-18,Eyes-Closed,Wang (2022)
FC6,1.5508591428989251,3.046469741618907,2.2824115397291447,2.254468993042838,sub-18,Eyes-Closed,Wang (2022)
FT8,1.5454127400076665,3.110692706749811,2.2445974079051743,2.7478792204400766,sub-18,Eyes-Closed,Wang (2022)
C2,1.5384878295982205,3.2466729797970206,2.2742197502763584,2.431013846856641,sub-18,Eyes-Closed,Wang (2022)
C4,1.580768157323761,3.1735594576521065,2.306104275391233,2.1568735026110217,sub-18,Eyes-Closed,Wang (2022)
C6,1.5853211271067607,3.1857756218219535,2.2900964261407593,2.351056956983159,sub-18,Eyes-Closed,Wang (2022)
T8,1.4352576803130481,2.9720719376278772,1.9968477788188623,4.437291713955741,sub-18,Eyes-Closed,Wang (2022)
CPz,1.573979849323377,3.2763045495297543,2.2847538418137194,2.3507957145865284,sub-18,Eyes-Closed,Wang (2022)
CP2,1.5808525501403294,3.268211828987975,2.30057922835278,2.0903018960052586,sub-18,Eyes-Closed,Wang (2022)
CP4,1.5889575418608883,3.2756442209052987,2.300634651745364,2.0281615971100733,sub-18,Eyes-Closed,Wang (2022)
CP6,1.579295295657515,3.2826686042794804,2.2944004859645397,2.133941019443211,sub-18,Eyes-Closed,Wang (2022)
TP8,1.560256072141012,2.9315508207619545,2.2139850141340034,2.8510011402674933,sub-18,Eyes-Closed,Wang (2022)
TP10,1.5638322790774288,2.776197823953454,2.239292559961286,2.563244775303337,sub-18,Eyes-Closed,Wang (2022)
P2,1.5782457237982466,3.3021976566300117,2.2797719944206,1.9219509571018256,sub-18,Eyes-Closed,Wang (2022)
P4,1.5791265698870092,3.253855215096896,2.2554679421474737,1.9107404486860782,sub-18,Eyes-Closed,Wang (2022)
P6,1.576424517829782,3.1861345668776946,2.2620600077154505,1.9517064818244525,sub-18,Eyes-Closed,Wang (2022)
P8,1.5844926578909555,3.1843520161952115,2.2912105293788145,2.13392410620715,sub-18,Eyes-Closed,Wang (2022)
POz,1.5707131442845381,2.981972019419538,2.2887641294751093,2.1180744563084444,sub-18,Eyes-Closed,Wang (2022)
PO4,1.5359035132581782,3.0151758324985583,2.273967687717062,2.172946962924881,sub-18,Eyes-Closed,Wang (2022)
PO8,1.5625228568735614,2.9647007262924103,2.286241189027679,2.252114925094039,sub-18,Eyes-Closed,Wang (2022)
O2,1.5820327017269997,2.9671146007404454,2.283644534420147,2.3439560817981855,sub-18,Eyes-Closed,Wang (2022)
Fp1,1.6041484369795498,2.4843846196016264,2.246283417855364,1.8552487316524506,sub-18,Eyes-Open,Wang (2022)
AF3,1.5707873517682132,2.6573338674377336,2.282607528309185,1.91463182163402,sub-18,Eyes-Open,Wang (2022)
AF7,1.5776408899875458,2.568692395491631,2.101683416548987,2.842896784639428,sub-18,Eyes-Open,Wang (2022)
Fz,1.5849062640873035,2.954551860576116,2.2873706500989455,2.33088274267229,sub-18,Eyes-Open,Wang (2022)
F1,1.5835106039976181,2.9434395425920874,2.290793193105142,2.287097388566287,sub-18,Eyes-Open,Wang (2022)
F3,1.585366529543911,2.8322860453234147,2.277288080339267,2.1923584707374055,sub-18,Eyes-Open,Wang (2022)
F5,1.586323279207662,2.621854287635949,2.1920358464716467,2.337381845748465,sub-18,Eyes-Open,Wang (2022)
F7,1.5482034781923346,2.6638128525183933,1.984443382736298,3.936404701139794,sub-18,Eyes-Open,Wang (2022)
FC1,1.5892444035234554,2.962607835686702,2.2954732305963415,2.239582815369624,sub-18,Eyes-Open,Wang (2022)
FC3,1.5431141554400922,2.850673455013304,2.266414255046231,2.2258118435210577,sub-18,Eyes-Open,Wang (2022)
FC5,1.543234259206217,2.627343473017068,2.1826936933021126,2.3740237268722546,sub-18,Eyes-Open,Wang (2022)
FT7,1.5900423530413543,2.5507375539742725,2.1202117659985853,2.6549016529743703,sub-18,Eyes-Open,Wang (2022)
Cz,1.5957863420296678,3.0292866957162095,2.2907737121579124,2.20006853446016,sub-18,Eyes-Open,Wang (2022)
C1,1.6007404054242915,2.9402921198089373,2.2954638276057153,2.1556372307132268,sub-18,Eyes-Open,Wang (2022)
C3,1.5759708171896283,2.7934261091769983,2.2964776321372784,1.8669827548186493,sub-18,Eyes-Open,Wang (2022)
C5,1.5493330896846969,2.5822236200965865,2.2625236921428615,1.7875746841639963,sub-18,Eyes-Open,Wang (2022)
T7,1.5736420664745512,2.6705478423677618,2.1540778016416384,2.806199539505859,sub-18,Eyes-Open,Wang (2022)
CP1,1.6020319227152808,2.9459212081689623,2.298489920714988,2.1109977944478233,sub-18,Eyes-Open,Wang (2022)
CP3,1.5783116325899877,2.852842952959012,2.3070507159594418,1.9655250341975967,sub-18,Eyes-Open,Wang (2022)
CP5,1.6026553098843008,2.7901669372240576,2.265462888464949,2.274889355419645,sub-18,Eyes-Open,Wang (2022)
TP7,1.5909047318961043,2.6495158528129683,2.214011216571392,2.4274267058998493,sub-18,Eyes-Open,Wang (2022)
TP9,1.6046769877067002,2.5365337907205134,2.26061382505597,2.022378534731416,sub-18,Eyes-Open,Wang (2022)
Pz,1.6009291240947117,2.782932347649575,2.2940660852985255,2.065678646224825,sub-18,Eyes-Open,Wang (2022)
P1,1.5993324256890777,2.8173459842798017,2.3056138890692943,1.9654420765236547,sub-18,Eyes-Open,Wang (2022)
P3,1.6064918766930196,2.6971968702604627,2.3082618050171084,1.8372581904224172,sub-18,Eyes-Open,Wang (2022)
P5,1.6022573387095616,2.7060346399445754,2.2996519632276495,1.978493142084045,sub-18,Eyes-Open,Wang (2022)
P7,1.6332472239122497,2.554789535104923,2.281828628451992,1.9299748388708775,sub-18,Eyes-Open,Wang (2022)
PO3,1.6322295534390086,2.4651287176070347,2.317255968239074,1.508110604614951,sub-18,Eyes-Open,Wang (2022)
PO7,1.6095583750830627,2.6560614834935756,2.263440121631629,2.2003335798692896,sub-18,Eyes-Open,Wang (2022)
Oz,1.6007125902716908,2.3996731682549326,2.2231094032361693,1.9212710482217288,sub-18,Eyes-Open,Wang (2022)
O1,1.6208746204473716,2.5164488904049382,2.2981201157469084,1.796727794068943,sub-18,Eyes-Open,Wang (2022)
Fpz,1.5981846235712982,2.50657522822459,2.2433295539625466,1.8962747453700461,sub-18,Eyes-Open,Wang (2022)
Fp2,1.6136569448722509,2.504501126239057,2.2651954331851543,1.7072014616746334,sub-18,Eyes-Open,Wang (2022)
AF4,1.590944473934556,2.6083261205271784,2.2624789776004044,1.8818478790630857,sub-18,Eyes-Open,Wang (2022)
AF8,1.5913415423520019,2.5472158350311096,2.156183170884358,2.2660817376389963,sub-18,Eyes-Open,Wang (2022)
F2,1.5975220072043088,2.890173987220844,2.282616891664291,2.2504019409612295,sub-18,Eyes-Open,Wang (2022)
F4,1.600900054088291,2.7342550813057453,2.2636526065439178,2.065626795562435,sub-18,Eyes-Open,Wang (2022)
F6,1.5874449988795758,2.542310379786083,2.206435328455926,1.9683882192697848,sub-18,Eyes-Open,Wang (2022)
F8,1.5939694820547192,2.452392558265043,2.1526703758090266,2.1527237560762433,sub-18,Eyes-Open,Wang (2022)
FC2,1.6029586467759045,2.9118178022131698,2.279702176868965,2.2818134784338127,sub-18,Eyes-Open,Wang (2022)
FC4,1.5851551511337814,2.7691949763015575,2.2604265929966147,2.04446523189812,sub-18,Eyes-Open,Wang (2022)
FC6,1.565922190012039,2.549109055140826,2.201533373946755,2.0389966642218083,sub-18,Eyes-Open,Wang (2022)
FT8,1.6169575241773024,2.40979019817184,2.2200036657410753,1.8860632848963883,sub-18,Eyes-Open,Wang (2022)
C2,1.606832624156262,2.988717703739491,2.2892101367828266,2.2170586399873744,sub-18,Eyes-Open,Wang (2022)
C4,1.5943409650242364,2.879254833878413,2.287775603024774,2.104336589168846,sub-18,Eyes-Open,Wang (2022)
C6,1.577663172833502,2.7896287811211686,2.2147379185020557,2.5534404135726203,sub-18,Eyes-Open,Wang (2022)
T8,1.5455432134135794,2.636312934864208,2.0581009451872445,3.3130619084160866,sub-18,Eyes-Open,Wang (2022)
CPz,1.5982150237105124,2.972315219040132,2.271987238061104,2.3391309649761913,sub-18,Eyes-Open,Wang (2022)
CP2,1.5990844294528281,2.936801597872021,2.295273243635056,2.164201111387003,sub-18,Eyes-Open,Wang (2022)
CP4,1.6177343163229982,2.8152935969421913,2.3030111661960135,1.9977708470990725,sub-18,Eyes-Open,Wang (2022)
CP6,1.6219179426270527,2.669189430361616,2.2993396639905126,1.846553173176323,sub-18,Eyes-Open,Wang (2022)
TP8,1.5794412735265089,2.6967122590299706,2.210388939826766,2.473372610660155,sub-18,Eyes-Open,Wang (2022)
TP10,1.6132461795110242,2.511291878020114,2.2436648159509973,2.0295638280726656,sub-18,Eyes-Open,Wang (2022)
P2,1.604065563976789,2.7203586307077354,2.2995179281015927,1.989383408379137,sub-18,Eyes-Open,Wang (2022)
P4,1.6174216346514216,2.5955500722811427,2.309811505048934,1.7427327928702012,sub-18,Eyes-Open,Wang (2022)
P6,1.6282091440450077,2.5293146673895537,2.3164343175486577,1.5999720998641531,sub-18,Eyes-Open,Wang (2022)
P8,1.6198597903595338,2.619784599227436,2.308114083447461,1.784856631317427,sub-18,Eyes-Open,Wang (2022)
POz,1.6359430616015853,2.4743732666565084,2.3150684744197445,1.5326228854223525,sub-18,Eyes-Open,Wang (2022)
PO4,1.6355723012313073,2.391039610209956,2.310052785498957,1.460523170374273,sub-18,Eyes-Open,Wang (2022)
PO8,1.6319607305584376,2.4206057698492085,2.3076614445971333,1.5176178266452995,sub-18,Eyes-Open,Wang (2022)
O2,1.6454238465170254,2.4110218361122655,2.3090833074168557,1.5007412377655729,sub-18,Eyes-Open,Wang (2022)
Fp1,1.556502094191737,2.9946328659405923,2.219834226474635,2.7072566439414403,sub-19,Eyes-Closed,Wang (2022)
AF3,1.5517931594042054,3.4322614830822302,2.224639699836428,2.243229287858462,sub-19,Eyes-Closed,Wang (2022)
AF7,1.580093123986339,3.0363958770019326,2.2210845271865547,2.721270028876474,sub-19,Eyes-Closed,Wang (2022)
Fz,1.568556343925278,3.49791036159883,2.2301933570475265,2.055285648388149,sub-19,Eyes-Closed,Wang (2022)
F1,1.5671447137342218,3.473708179726307,2.2294125230121327,2.0646080310509007,sub-19,Eyes-Closed,Wang (2022)
F3,1.5759367712596828,3.410676682893935,2.2309899321555906,2.1145078284461944,sub-19,Eyes-Closed,Wang (2022)
F5,1.6112588242421013,3.220544174083079,2.2368685672320368,2.297658108755998,sub-19,Eyes-Closed,Wang (2022)
F7,1.6035551063621372,2.9258008330754373,2.2445399242487047,2.4873342703576933,sub-19,Eyes-Closed,Wang (2022)
FC1,1.5936640988192634,3.4562608942280066,2.235276192108546,2.0659391302407335,sub-19,Eyes-Closed,Wang (2022)
FC3,1.6067629183162935,3.4225681238474444,2.236354624353316,2.0504469174532187,sub-19,Eyes-Closed,Wang (2022)
FC5,1.6081281769105418,3.2958319032556442,2.2429324047582195,2.23075891383206,sub-19,Eyes-Closed,Wang (2022)
FT7,1.5948748968590187,3.1812454819318483,2.2475138603098594,2.40231729472575,sub-19,Eyes-Closed,Wang (2022)
Cz,1.599161171603852,3.4546446195593004,2.237854085822154,2.148397388336417,sub-19,Eyes-Closed,Wang (2022)
C1,1.6011400280664776,3.483838133759135,2.2479272718908367,2.029821944435752,sub-19,Eyes-Closed,Wang (2022)
C3,1.6041483070020108,3.500460369467041,2.2475987964785493,1.8610889958113963,sub-19,Eyes-Closed,Wang (2022)
C5,1.606391532833557,3.123362482044977,2.2682980529084333,2.2713449544616955,sub-19,Eyes-Closed,Wang (2022)
T7,1.6017384158868215,2.8534735830963727,2.276962624344321,2.274182499291008,sub-19,Eyes-Closed,Wang (2022)
CP1,1.5881935304971375,3.5726421003037805,2.220775790863155,1.8901590728195095,sub-19,Eyes-Closed,Wang (2022)
