,ECG
589,0.1068115234375
590,0.10772705078125
591,0.10772705078125
592,0.1080322265625
593,0.108795166015625
594,0.109405517578125
595,0.110321044921875
596,0.110321044921875
597,0.1104736328125
598,0.112152099609375
599,0.11260986328125
600,0.112762451171875
601,0.1129150390625
602,0.113677978515625
603,0.114593505859375
604,0.1153564453125
605,0.1153564453125
606,0.115509033203125
607,0.1165771484375
608,0.1177978515625
609,0.117645263671875
610,0.117950439453125
611,0.118408203125
612,0.11932373046875
613,0.120391845703125
614,0.120391845703125
615,0.1202392578125
616,0.120086669921875
617,0.120849609375
618,0.1220703125
619,0.122833251953125
620,0.123138427734375
621,0.12298583984375
622,0.122833251953125
623,0.123291015625
624,0.12420654296875
625,0.1251220703125
626,0.12542724609375
627,0.124969482421875
628,0.124969482421875
629,0.125732421875
630,0.126495361328125
631,0.127410888671875
632,0.1275634765625
633,0.1275634765625
634,0.127716064453125
635,0.1275634765625
636,0.12786865234375
637,0.12908935546875
638,0.129547119140625
639,0.129852294921875
640,0.1300048828125
641,0.1300048828125
642,0.129852294921875
643,0.129547119140625
644,0.130157470703125
645,0.130462646484375
646,0.130157470703125
647,0.129852294921875
648,0.13031005859375
649,0.1300048828125
650,0.13031005859375
651,0.130157470703125
652,0.131378173828125
653,0.131988525390625
654,0.132598876953125
655,0.132598876953125
656,0.13275146484375
657,0.132293701171875
658,0.133056640625
659,0.1324462890625
660,0.132598876953125
661,0.133819580078125
662,0.134429931640625
663,0.13458251953125
664,0.1348876953125
665,0.1348876953125
666,0.135040283203125
667,0.135345458984375
668,0.135345458984375
669,0.135040283203125
670,0.13519287109375
671,0.13519287109375
672,0.13519287109375
673,0.135040283203125
674,0.134735107421875
675,0.135040283203125
676,0.1348876953125
677,0.13519287109375
678,0.1348876953125
679,0.135345458984375
680,0.135345458984375
681,0.1348876953125
682,0.135040283203125
683,0.1348876953125
684,0.135040283203125
685,0.135040283203125
686,0.135040283203125
687,0.1348876953125
688,0.1348876953125
689,0.1348876953125
690,0.134735107421875
691,0.13519287109375
692,0.13458251953125
693,0.13458251953125
694,0.133514404296875
695,0.132904052734375
696,0.13275146484375
697,0.132598876953125
698,0.132598876953125
699,0.1324462890625
700,0.132293701171875
701,0.132598876953125
702,0.1324462890625
703,0.13092041015625
704,0.130615234375
705,0.13031005859375
706,0.130157470703125
707,0.12939453125
708,0.1287841796875
709,0.127716064453125
710,0.12786865234375
711,0.1275634765625
712,0.1263427734375
713,0.125885009765625
714,0.12542724609375
715,0.124053955078125
716,0.123138427734375
717,0.122833251953125
718,0.121612548828125
719,0.121002197265625
720,0.12054443359375
721,0.1190185546875
722,0.11871337890625
723,0.118255615234375
724,0.11688232421875
725,0.115203857421875
726,0.114288330078125
727,0.111541748046875
728,0.1104736328125
729,0.10955810546875
730,0.108642578125
731,0.107421875
732,0.106658935546875
733,0.1043701171875
734,0.103302001953125
735,0.102081298828125
736,0.099639892578125
737,0.0982666015625
738,0.09735107421875
739,0.094757080078125
740,0.09368896484375
741,0.0921630859375
742,0.0897216796875
743,0.088348388671875
744,0.087432861328125
745,0.0848388671875
746,0.08331298828125
747,0.081024169921875
748,0.077972412109375
749,0.076141357421875
750,0.074920654296875
751,0.072479248046875
752,0.07171630859375
753,0.070037841796875
754,0.0677490234375
755,0.0665283203125
756,0.0653076171875
757,0.061492919921875
758,0.05950927734375
759,0.05828857421875
760,0.055694580078125
761,0.054168701171875
762,0.0531005859375
763,0.050811767578125
764,0.048980712890625
765,0.0469970703125
766,0.0439453125
767,0.042266845703125
768,0.041046142578125
769,0.038604736328125
770,0.036773681640625
771,0.035247802734375
772,0.031890869140625
773,0.03021240234375
774,0.028839111328125
775,0.026092529296875
776,0.024871826171875
777,0.0225830078125
778,0.019378662109375
779,0.01800537109375
780,0.01708984375
781,0.012969970703125
782,0.011138916015625
783,0.009918212890625
784,0.006866455078125
785,0.00518798828125
786,0.00335693359375
787,-0.000152587890625
788,-0.001983642578125
789,-0.0042724609375
790,-0.007171630859375
791,-0.009002685546875
792,-0.009613037109375
793,-0.013885498046875
794,-0.015869140625
795,-0.01739501953125
796,-0.019989013671875
797,-0.02197265625
798,-0.0238037109375
799,-0.02685546875
800,-0.029144287109375
801,-0.030975341796875
802,-0.03448486328125
803,-0.035858154296875
804,-0.03692626953125
805,-0.040740966796875
806,-0.042724609375
807,-0.044097900390625
808,-0.046844482421875
809,-0.048370361328125
810,-0.049285888671875
811,-0.053253173828125
812,-0.054779052734375
813,-0.05645751953125
814,-0.059051513671875
815,-0.061187744140625
816,-0.0628662109375
817,-0.066070556640625
818,-0.067596435546875
819,-0.06866455078125
820,-0.071563720703125
821,-0.073394775390625
822,-0.07537841796875
823,-0.07843017578125
824,-0.07965087890625
825,-0.081024169921875
826,-0.083770751953125
827,-0.085601806640625
828,-0.08697509765625
829,-0.090484619140625
830,-0.092010498046875
831,-0.093536376953125
832,-0.09552001953125
833,-0.09735107421875
834,-0.0982666015625
835,-0.1007080078125
836,-0.102386474609375
837,-0.104827880859375
838,-0.107879638671875
839,-0.109405517578125
840,-0.1104736328125
841,-0.11138916015625
842,-0.1123046875
843,-0.113067626953125
844,-0.115509033203125
845,-0.11688232421875
846,-0.11749267578125
847,-0.11993408203125
848,-0.1214599609375
849,-0.1226806640625
850,-0.12481689453125
851,-0.125732421875
852,-0.12603759765625
853,-0.1275634765625
854,-0.128631591796875
855,-0.130157470703125
856,-0.1324462890625
857,-0.133056640625
858,-0.133514404296875
859,-0.135498046875
860,-0.136260986328125
861,-0.1373291015625
862,-0.139923095703125
863,-0.140533447265625
864,-0.14068603515625
865,-0.142364501953125
866,-0.142822265625
867,-0.1434326171875
868,-0.14495849609375
869,-0.14617919921875
870,-0.1470947265625
871,-0.148162841796875
872,-0.14892578125
873,-0.149688720703125
874,-0.1507568359375
875,-0.151519775390625
876,-0.152130126953125
877,-0.1531982421875
878,-0.153961181640625
879,-0.154571533203125
880,-0.155487060546875
881,-0.15594482421875
882,-0.157012939453125
883,-0.157928466796875
884,-0.15869140625
885,-0.15960693359375
886,-0.1605224609375
887,-0.16082763671875
888,-0.16204833984375
889,-0.16265869140625
890,-0.1629638671875
891,-0.163421630859375
892,-0.164642333984375
893,-0.165252685546875
894,-0.16510009765625
895,-0.165557861328125
896,-0.166015625
897,-0.167083740234375
898,-0.16754150390625
899,-0.167694091796875
900,-0.1678466796875
901,-0.169219970703125
902,-0.169677734375
903,-0.170135498046875
904,-0.1702880859375
905,-0.170440673828125
906,-0.1702880859375
907,-0.17181396484375
908,-0.17242431640625
909,-0.172576904296875
910,-0.17303466796875
911,-0.1727294921875
912,-0.172576904296875
913,-0.17303466796875
914,-0.172576904296875
915,-0.172882080078125
916,-0.172882080078125
917,-0.1727294921875
918,-0.172882080078125
919,-0.17425537109375
920,-0.174560546875
921,-0.17486572265625
922,-0.175323486328125
923,-0.175018310546875
924,-0.175323486328125
925,-0.175628662109375
926,-0.17486572265625
927,-0.17547607421875
928,-0.175323486328125
929,-0.175018310546875
930,-0.175323486328125
931,-0.174713134765625
932,-0.17486572265625
933,-0.1739501953125
934,-0.172882080078125
935,-0.1727294921875
936,-0.17303466796875
937,-0.17242431640625
938,-0.172882080078125
939,-0.1727294921875
940,-0.171356201171875
941,-0.171356201171875
942,-0.1702880859375
943,-0.1702880859375
944,-0.169677734375
945,-0.169219970703125
946,-0.167999267578125
947,-0.167999267578125
948,-0.167999267578125
949,-0.1678466796875
950,-0.167236328125
951,-0.166778564453125
952,-0.165863037109375
953,-0.16571044921875
954,-0.1654052734375
955,-0.1654052734375
956,-0.165557861328125
957,-0.165252685546875
958,-0.164337158203125
959,-0.16357421875
960,-0.16326904296875
961,-0.163116455078125
962,-0.16326904296875
963,-0.1629638671875
964,-0.162811279296875
965,-0.1629638671875
966,-0.1629638671875
967,-0.16326904296875
968,-0.16326904296875
969,-0.163116455078125
970,-0.16143798828125
971,-0.160980224609375
972,-0.1605224609375
973,-0.1605224609375
974,-0.16082763671875
975,-0.160675048828125
976,-0.160675048828125
977,-0.159912109375
978,-0.1593017578125
979,-0.157928466796875
980,-0.1580810546875
981,-0.15777587890625
982,-0.1580810546875
983,-0.158233642578125
984,-0.15838623046875
985,-0.15716552734375
986,-0.156402587890625
987,-0.15594482421875
988,-0.1556396484375
989,-0.1556396484375
990,-0.1556396484375
991,-0.154571533203125
992,-0.15350341796875
993,-0.15350341796875
994,-0.153350830078125
995,-0.15350341796875
996,-0.15350341796875
997,-0.1531982421875
998,-0.15289306640625
999,-0.151519775390625
1000,-0.1513671875
1001,-0.150909423828125
1002,-0.1507568359375
1003,-0.15045166015625
1004,-0.150299072265625
1005,-0.1495361328125
1006,-0.14892578125
1007,-0.14862060546875
1008,-0.14892578125
1009,-0.148468017578125
1010,-0.147857666015625
1011,-0.1470947265625
1012,-0.146026611328125
1013,-0.1458740234375
1014,-0.1458740234375
1015,-0.145721435546875
1016,-0.145263671875
1017,-0.144500732421875
1018,-0.1434326171875
1019,-0.14373779296875
1020,-0.1434326171875
1021,-0.1434326171875
1022,-0.142974853515625
1023,-0.142059326171875
1024,-0.141143798828125
1025,-0.1409912109375
1026,-0.1409912109375
1027,-0.1397705078125
1028,-0.13916015625
1029,-0.1385498046875
1030,-0.13885498046875
1031,-0.13763427734375
1032,-0.136871337890625
1033,-0.136260986328125
1034,-0.13580322265625
1035,-0.1348876953125
1036,-0.13397216796875
1037,-0.133819580078125
1038,-0.133514404296875
1039,-0.1324462890625
1040,-0.1318359375
1041,-0.131378173828125
1042,-0.129852294921875
1043,-0.12939453125
1044,-0.12939453125
1045,-0.12786865234375
1046,-0.126800537109375
1047,-0.126800537109375
1048,-0.125274658203125
1049,-0.12420654296875
1050,-0.123748779296875
1051,-0.124053955078125
1052,-0.123443603515625
1053,-0.122528076171875
1054,-0.121917724609375
1055,-0.121612548828125
1056,-0.1214599609375
1057,-0.1202392578125
1058,-0.11962890625
1059,-0.11932373046875
1060,-0.118865966796875
1061,-0.118865966796875
1062,-0.11871337890625
1063,-0.117645263671875
1064,-0.117034912109375
1065,-0.116424560546875
1066,-0.117034912109375
1067,-0.115509033203125
1068,-0.115203857421875
1069,-0.114288330078125
1070,-0.113983154296875
1071,-0.113983154296875
1072,-0.1129150390625
1073,-0.112152099609375
1074,-0.11199951171875
1075,-0.1116943359375
1076,-0.111236572265625
1077,-0.1104736328125
1078,-0.10955810546875
1079,-0.109100341796875
1080,-0.1092529296875
1081,-0.1092529296875
1082,-0.108795166015625
1083,-0.107879638671875
1084,-0.1068115234375
1085,-0.106964111328125
1086,-0.1068115234375
1087,-0.105743408203125
1088,-0.104827880859375
1089,-0.10467529296875
1090,-0.104217529296875
1091,-0.103912353515625
1092,-0.10284423828125
1093,-0.102081298828125
1094,-0.1019287109375
1095,-0.102386474609375
1096,-0.100555419921875
1097,-0.100250244140625
1098,-0.099639892578125
1099,-0.099334716796875
1100,-0.098876953125
1101,-0.09796142578125
1102,-0.097198486328125
1103,-0.0970458984375
1104,-0.0970458984375
1105,-0.0970458984375
1106,-0.096435546875
1107,-0.095672607421875
1108,-0.094757080078125
1109,-0.09429931640625
1110,-0.09490966796875
1111,-0.094451904296875
1112,-0.094451904296875
1113,-0.094451904296875
1114,-0.0933837890625
1115,-0.0927734375
1116,-0.092315673828125
1117,-0.0921630859375
1118,-0.09185791015625
1119,-0.092315673828125
1120,-0.0921630859375
1121,-0.0921630859375
1122,-0.0921630859375
1123,-0.09033203125
1124,-0.09033203125
1125,-0.0897216796875
1126,-0.089874267578125
1127,-0.0897216796875
1128,-0.089874267578125
1129,-0.087890625
1130,-0.087738037109375
1131,-0.0872802734375
1132,-0.087127685546875
1133,-0.08636474609375
1134,-0.0860595703125
1135,-0.08514404296875
1136,-0.08514404296875
1137,-0.08453369140625
1138,-0.08331298828125
1139,-0.0830078125
1140,-0.082244873046875
1141,-0.0823974609375
1142,-0.082244873046875
1143,-0.082244873046875
1144,-0.081329345703125
1145,-0.080413818359375
1146,-0.0799560546875
1147,-0.079803466796875
1148,-0.0799560546875
1149,-0.0799560546875
1150,-0.079803466796875
1151,-0.079193115234375
1152,-0.078582763671875
1153,-0.077667236328125
1154,-0.07781982421875
1155,-0.077667236328125
1156,-0.0775146484375
1157,-0.076751708984375
1158,-0.076141357421875
1159,-0.075225830078125
1160,-0.074920654296875
1161,-0.074920654296875
1162,-0.074920654296875
1163,-0.074920654296875
1164,-0.074615478515625
1165,-0.07354736328125
1166,-0.073089599609375
1167,-0.072784423828125
1168,-0.072479248046875
1169,-0.0726318359375
1170,-0.0726318359375
1171,-0.072784423828125
1172,-0.0726318359375
1173,-0.0726318359375
1174,-0.072479248046875
1175,-0.071563720703125
1176,-0.070953369140625
1177,-0.070648193359375
1178,-0.070037841796875
1179,-0.070037841796875
1180,-0.06988525390625
1181,-0.070343017578125
1182,-0.0701904296875
1183,-0.070343017578125
1184,-0.0689697265625
1185,-0.06866455078125
1186,-0.067596435546875
1187,-0.067596435546875
1188,-0.067901611328125
1189,-0.067596435546875
1190,-0.067596435546875
1191,-0.06744384765625
1192,-0.06622314453125
1193,-0.06561279296875
1194,-0.065155029296875
1195,-0.065155029296875
1196,-0.06500244140625
1197,-0.0653076171875
1198,-0.065155029296875
1199,-0.0640869140625
1200,-0.0634765625
1201,-0.0628662109375
1202,-0.062408447265625
1203,-0.062713623046875
1204,-0.0628662109375
1205,-0.06195068359375
1206,-0.061187744140625
1207,-0.060577392578125
1208,-0.06072998046875
1209,-0.060577392578125
1210,-0.060272216796875
1211,-0.059356689453125
1212,-0.05859375
1213,-0.05828857421875
1214,-0.0579833984375
1215,-0.057525634765625
1216,-0.056304931640625
1217,-0.05615234375
1218,-0.05523681640625
1219,-0.055389404296875
1220,-0.0555419921875
1221,-0.0555419921875
1222,-0.055694580078125
1223,-0.055389404296875
1224,-0.055389404296875
1225,-0.0555419921875
1226,-0.054779052734375
1227,-0.054168701171875
1228,-0.05340576171875
1229,-0.053253173828125
1230,-0.052947998046875
1231,-0.052947998046875
1232,-0.053253173828125
1233,-0.052947998046875
1234,-0.052947998046875
1235,-0.052947998046875
1236,-0.0531005859375
1237,-0.05279541015625
1238,-0.0531005859375
1239,-0.052642822265625
1240,-0.052947998046875
1241,-0.052947998046875
1242,-0.053253173828125
1243,-0.052642822265625
1244,-0.052947998046875
1245,-0.052947998046875
1246,-0.0531005859375
1247,-0.052337646484375
1248,-0.05157470703125
1249,-0.0506591796875
1250,-0.050811767578125
1251,-0.050506591796875
1252,-0.050506591796875
1253,-0.05035400390625
1254,-0.0506591796875
1255,-0.0506591796875
1256,-0.0506591796875
1257,-0.050506591796875
1258,-0.0506591796875
1259,-0.0506591796875
1260,-0.050506591796875
1261,-0.050506591796875
1262,-0.049896240234375
1263,-0.048828125
1264,-0.048370361328125
1265,-0.04791259765625
1266,-0.0482177734375
1267,-0.048370361328125
1268,-0.0482177734375
1269,-0.0482177734375
1270,-0.0482177734375
1271,-0.048065185546875
1272,-0.048065185546875
1273,-0.047149658203125
1274,-0.0457763671875
1275,-0.0457763671875
1276,-0.04547119140625
1277,-0.04547119140625
1278,-0.045623779296875
1279,-0.04547119140625
1280,-0.04547119140625
1281,-0.04547119140625
1282,-0.044403076171875
1283,-0.0439453125
1284,-0.043487548828125
1285,-0.043182373046875
1286,-0.0433349609375
1287,-0.043182373046875
1288,-0.0433349609375
1289,-0.042572021484375
1290,-0.04180908203125
1291,-0.041046142578125
1292,-0.040740966796875
1293,-0.0408935546875
1294,-0.040740966796875
1295,-0.040435791015625
1296,-0.039825439453125
1297,-0.038604736328125
