ECG,PPG,RSP
0.003766485194893143,-0.1025390625,0.4946524989068091
-0.01746591697758673,-0.10375976562502318,0.5024827168260766
-0.015679137008246923,-0.107421875,0.5111024935799695
-0.0015977050524144634,-0.11085510253907337,0.5187909668065165
0.002482710802010605,-0.11260986328126159,0.5286687887849008
-0.014614962473112766,-0.11764526367188369,0.5355461205275979
-0.0010043010066689137,-0.12176513671875,0.5448726763321392
-0.0029886714846428753,-0.12542724609376157,0.5524351208096104
0.005880112281362727,-0.13153076171874903,0.5619625334688144
0.011823371130482267,-0.13267517089844666,0.5710804915801315
0.02833303518554379,-0.13870239257813563,0.5800052265820292
0.022735595703125,-0.14106750488281686,0.5872845230340195
0.02670667597861655,-0.14495849609375386,0.5966856258241964
0.016632080078125,-0.14617919921875,0.6056027036542054
0.016248826578553865,-0.14617919921875,0.6143858278300245
-0.007592152831778572,-0.1457214355468721,0.6223873850096393
-0.0013025692692344912,-0.14160156249997008,0.6314756782733527
-0.014618670579103984,-0.12825012207028788,0.6392390565788185
-0.05567597930837726,-0.107727050781194,0.6468684611500659
-0.038414960284685024,-0.08216857910145678,0.6548030415025763
-0.04197658266566706,-0.04913330078115249,0.6618220945113005
-0.046133625458719574,-0.009613037109319968,0.6692803305021847
-0.038827975685140396,0.033874511718860065,0.67657470703125
-0.02734310810945921,0.077819824218806,0.6836607602937669
-0.02615954293730594,0.11993408203135814,0.69061279296875
-0.01916681313020399,0.161666870117307,0.6966420929280721
-0.03314508243250843,0.19836425781258882,0.7034672702274326
-0.01002588684989283,0.2309417724609766,0.710211066649181
-0.0018681223603697853,0.25970458984380407,0.71533203125
0.007220134090050625,0.28038024902350556,0.7215025772487669
0.0023629001584890104,0.29632568359376643,0.7261772438554628
-0.004388021315255281,0.3049468994140697,0.73272705078125
-0.009411915868079416,0.30548095703125194,0.7379520531886892
-0.0008149617031035164,0.3043365478515292,0.743207071843707
-0.0028691101676580517,0.29525756835936295,0.7469662780400301
0.011209415208717856,0.2806854248046648,0.7507624983625459
0.014153713248592234,0.264892578124945,0.7544615850504293
0.0177001953125,0.2434539794921619,0.7594484052370752
-0.0007294092062462484,0.22155761718743822,0.762731464525045
0.004000817076461649,0.1955413818358861,0.7666015625
-0.01693388242005304,0.16998291015618724,0.7696164132796305
-0.03161587024688246,0.14472961425777822,0.7746032033462515
-0.03130230102724846,0.11795043945305839,0.7761961594795966
-0.019687166149981644,0.09254455566396837,0.7795899666395751
-0.019207647475643467,0.07293701171868724,0.7818603515625
-0.004636195007511126,0.049362182617163845,0.78460693359375
-0.004690114817118143,0.031280517578081556,0.7868773385966749
-0.01680307463187195,0.01686096191401471,0.7869444359037546
0.03731256849684527,0.004272460937472001,0.7888123005708344
0.08776834786355374,-0.007247924804704396,0.7895200568479287
0.08390912655308258,-0.017089843750011584,0.7919982529975016
-0.058427464205631614,-0.023269653320340016,0.7918640483433284
-0.11228071198463367,-0.02502441406251448,0.79132080078125
-0.045480724384376885,-0.029449462890624035,0.79132080078125
-0.03468936800187652,-0.029296875000001932,0.7921692140845843
-0.024676769089438336,-0.03349304199219571,0.79193115234375
-0.019409089996844257,-0.033874511718750965,0.7926453174862684
-0.013275146484375,-0.03410339355468629,0.7924072557454187
0.001583699255156671,-0.03616333007813948,0.7911498798541595
-1.5239043734669783e-05,-0.03936767578125193,0.7894226153200061
0.0036071504255727927,-0.03936767578126641,0.78887939453125
-0.005169675324784574,-0.044403076171872106,0.7866394006824894
-0.004385340635853352,-0.04638671875000772,0.7869140582162777
0.030465706474986972,-0.05249023437500772,0.78460693359375
0.025231880582567524,-0.05828857421875,0.7827453171521396
0.023635833803140247,-0.059432983398459226,0.77911376953125
0.022521817370937013,-0.06576538085938417,0.7784056685475622
0.03904422720351919,-0.0725555419921957,0.7763365755458895
0.027719149543738327,-0.07812500000001449,0.7729430930125077
0.030432154474783014,-0.08384704589845922,0.7698241676129339
0.032925400581464793,-0.09002685546876737,0.7670775788883591
0.008252178958028468,-0.09437561035156757,0.7649413417262776
0.023446708686234496,-0.09796142578124807,0.7622619272820936
0.02923832675131613,-0.09735107421875,0.758941455614678
-0.00892978177426481,-0.09506225585936051,0.7546325260575137
-0.010903770894223867,-0.0875091552734042,0.7520203093204003
-0.023655179206228977,-0.07171630859368627,0.7468995120528943
-0.04692987929877148,-0.045547485351524364,0.7453428605525645
-0.055166820886401194,-0.012969970703033278,0.7408324081541994
-0.059887223030984496,0.025329589843900616,0.7375062806211933
-0.030908140743146465,0.067138671875,0.7326234781611856
-0.04961475550193104,0.11268615722661898,0.7302492863515705
-0.022738336622584957,0.157165527343862,0.72479248046875
-0.015869140625,0.2009582519532901,0.7223201945313271
-0.013761095777480168,0.24169921875009173,0.7171630859375
-0.01553574742915369,0.27748107910160547,0.7130613652071245
-0.01914338814132501,0.3092956542969474,0.71089419815765
-0.019769201300859036,0.3351593017578429,0.706042308851718
-0.014909818809693842,0.3543090820312828,0.7008543138771365
0.00581910088640026,0.3658294677734556,0.6984129009337963
-0.016189814816606706,0.37170410156251543,0.6929507269986781
-0.01905276879211907,0.373916625976562,0.6895317763368526
-0.0069854223618895615,0.369262695312471,0.6854558349748544
-0.0020689859083573015,0.3575897216796397,0.68145751953125
0.010714776297278399,0.3430175781249334,0.67901611328125
0.014257925081845894,0.32455444335935085,0.673828125
0.008428491364085036,0.3045654296874411,0.671319464149615
0.001965570581613625,0.2805328369139597,0.6663021324088295
-0.008001831606213186,0.2536010742187162,0.6638918468061764
-0.01157613617812755,0.22850036621090708,0.6593503340004799
-0.01643274595646155,0.19927978515618822,0.6558900218933051
-0.02873329476853195,0.17433166503895967,0.6535519807700582
-0.03811333531605834,0.14709472656243047,0.6493467878196166
-0.023788103760502197,0.12168884277339188,0.6468693145498974
0.00223956212884228,0.09979248046869207,0.6443966872525615
-0.024643513269210618,0.07804870605466578,0.64117431640625
0.058103697694375615,0.06072998046870559,0.6380240059727154
0.11197441339693015,0.042724609374930486,0.6346310421725735
0.10009765625,0.029296874999967172,0.631341396645865
0.02644370834942989,0.0167083740234235,0.6292051628304586
-0.10033321133799639,0.005187988281219105,0.6270016275613235
-0.0911761005808139,-0.00358581542971212,0.6247307807984906
-0.01299446829839177,-0.0103759765625,0.6228324045772927
-0.003312135122408466,-0.0168609619140765,0.6215443732252667
0.004869372289233439,-0.025939941406265446,0.6184925953327358
-0.013966279871331708,-0.03204345703127317,0.6150324204388756
-0.011002044068638903,-0.03814697265626448,0.6120794060073667
-0.018335126463551985,-0.04394531250000772,0.6098085358178756
0.00859431866549944,-0.05035400390626738,0.606824109579083
-0.0027264735884501763,-0.05767822265625965,0.6022149974663884
0.02122763484676065,-0.06378173828126159,0.599365234375
0.009956189183286767,-0.06935119628909267,0.5950254351704602
0.01513773345915297,-0.0790405273437751,0.5907887802127221
-0.013123468886886555,-0.0868988037109457,0.586686788402424
0.034985758784807516,-0.09246826171877993,0.5822080423179662
0.026637622545244145,-0.10322570800783301,0.5771589406766051
0.028951786879806204,-0.11169433593752896,0.5706113559371303
0.023040771484375,-0.12039184570313369,0.5646425536595338
0.02335971544963532,-0.1266479492187645,0.5601322819811458
0.029348415330070415,-0.13259887695315106,0.5544053800702816
0.03101104403002061,-0.13900756835938224,0.5479252641178022
0.011842495653489533,-0.14129638671875,0.5421983086603125
-0.015884990435280043,-0.14160156249996814,0.53558349609375
-0.012916477593453029,-0.12847900390619207,0.5286674936251485
-0.023050764629139686,-0.11062622070306996,0.5234121135302151
-0.039605466442137964,-0.08453369140619496,0.5164604422951639
-0.052947998046875,-0.05218505859364862,0.5084228515625
-0.05467796501383966,-0.011672973632758914,0.5012690249663695
-0.04970805720394138,0.03219604492199182,0.49455515108552933
-0.058405580356229586,0.07652282714851932,0.48614501953125
-0.025860357688171715,0.12512207031261585,0.4792289467826612
