,Duration,Sampling_Rate,Respiratory_Rate,Simulation,Noise_Amplitude,Noise_Frequency,Detrend_Order,Detrend_Position,Filter_Order,Filter_Low,Filter_High,Difference_Mean,Difference_SD
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.0,0.25,0.006032597315459661,0.05808518525970396
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.05,3.0,-0.00740518861201419,0.0853742783646019
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.05,2.0,-0.005945647719283543,0.06138010744840614
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.05,1.0,-0.006557499514654957,0.05822248382564384
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.05,0.35,-0.010914261987577325,0.06953604910744317
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.05,0.25,0.0390379494455167,0.16602787347559578
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.1,3.0,-0.013787297372132233,0.13614204533003157
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.1,2.0,-0.01152006318365193,0.10228759413382162
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.1,1.0,-0.009936394528356353,0.07946970068327319
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.1,0.35,-0.014437612130330823,0.08409871914720282
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.1,0.25,0.03956798087773921,0.1142567239130586
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.15,3.0,-0.0008305782067150004,0.08866907531212101
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.15,2.0,0.0021386049030198903,0.08670355564964254
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.15,1.0,0.006011256070635028,0.0962473923951907
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.15,0.35,-0.0020925738578638827,0.08398346890500004
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.15,0.25,0.08469621066707642,0.17868385885337848
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.2,3.0,-0.007410636730153556,0.11847434148478045
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.2,2.0,-0.00671705566062622,0.09850291972258708
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.2,1.0,-0.011482032046699965,0.1417061920023129
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.2,0.35,0.00996106994978808,0.10255182730339313
0,120,1000,15,Simple,0.01,38.25,3,Second,6,0.2,0.25,0.22549971846785077,0.27273584111742377
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.0,3.0,-0.01207560168562406,0.11590270651082477
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.0,2.0,-0.005054375225962498,0.07775896342652859
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.0,1.0,-0.007672364699652751,0.059201839925616
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.0,0.35,-0.007401025708299965,0.05353453800230604
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.0,0.25,-0.00741693107755754,0.053254748081551916
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.05,3.0,-0.011979720674707477,0.11584052283396934
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.05,2.0,-0.010372322924610093,0.07844566955966151
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.05,1.0,-0.007879752038352127,0.057717078086822415
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.05,0.35,-0.00904216771990922,0.05423066439701486
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.05,0.25,-0.01084821134099513,0.05657811368384606
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.1,3.0,-0.012209580982127797,0.12043027120389353
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.1,2.0,-0.010484933418017388,0.0815971629243963
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.1,1.0,-0.007869920901765016,0.05479011639592674
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.1,0.35,-0.00852604663023183,0.05310109218228206
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.1,0.25,-0.012303431482103448,0.05932389146393137
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.15,3.0,-0.012499456841910927,0.13003397646715012
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.15,2.0,-0.01096910292530807,0.08802591150108123
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.15,1.0,-0.007968619337755159,0.05507631904345139
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.15,0.35,-0.005645407544010694,0.05116167157712989
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.15,0.25,-0.0004482389628517841,0.057661795383088146
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.2,3.0,-0.01616944039500483,0.15194722332944072
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.2,2.0,-0.011453020529648427,0.09688705236635493
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.2,1.0,-0.008334481684094841,0.05720646934596273
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.2,0.35,-0.01518622109585071,0.05957702643731686
0,120,1000,15,Simple,0.01,38.25,4,Second,1,0.2,0.25,0.04297955417762519,0.1161125104517711
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.0,3.0,-0.011315889032623165,0.09964385034654635
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.0,2.0,-0.006722610745428839,0.06509312607754146
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.0,1.0,-0.00693101304165738,0.053296070204803904
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.0,0.35,-0.007336815237199354,0.0527344280020865
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.0,0.25,-0.007665252900785128,0.05320891721921884
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.05,3.0,-0.011145586527911304,0.09873866532197377
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.05,2.0,-0.00889077640649907,0.06302218973958601
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.05,1.0,-0.007622559289875351,0.053442742476610454
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.05,0.35,-0.0104447550112271,0.05386972949307372
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.05,0.25,-0.011770610277950835,0.054559748978402954
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.1,3.0,-0.010349733823271439,0.09771923310965734
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.1,2.0,-0.008432275132714065,0.06306354855494029
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.1,1.0,-0.008283540457894931,0.05497594999627367
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.1,0.35,-0.010928331265137677,0.06005822873500687
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.1,0.25,-0.004038538876128182,0.06119256522181825
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.15,3.0,-0.00911821652147518,0.10200866170938193
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.15,2.0,-0.006420586023852649,0.064986039127666
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.15,1.0,-0.006507041733931329,0.05256296613604339
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.15,0.35,-0.009131503751203427,0.05227897744892976
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.15,0.25,0.020233684197375996,0.09645300853087743
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.2,3.0,-0.003973513040598871,0.11900239859933757
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.2,2.0,-0.006235084952012306,0.0703446265696457
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.2,1.0,-0.006507677545999645,0.05341495029381147
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.2,0.35,-0.0018064530468898294,0.05794262548581037
0,120,1000,15,Simple,0.01,38.25,4,Second,2,0.2,0.25,0.1043360817811229,0.20095695909144254
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.0,3.0,-0.005018037667342837,0.09412946912322367
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.0,2.0,-0.007064808019753823,0.06356246212141184
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.0,1.0,-0.006799246351238824,0.0531903889505754
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.0,0.35,-0.0075803096783819395,0.05294252925426848
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.0,0.25,-0.006820783505639243,0.05173195371899414
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.05,3.0,-0.004886835187019802,0.09451213549557248
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.05,2.0,-0.0072610934082098155,0.06279159470894745
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.05,1.0,-0.007967406692846079,0.05250203213819576
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.05,0.35,-0.013715603236110934,0.0579042074141453
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.05,0.25,-0.008242208809668078,0.05498606598568655
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.1,3.0,-0.00742603142411303,0.09574615732781964
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.1,2.0,-0.00961263898722783,0.06609740611808639
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.1,1.0,-0.009359962331506483,0.056888433846803775
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.1,0.35,-0.010406986314192826,0.06642365173515817
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.1,0.25,0.009178407558259454,0.07163102224187709
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.15,3.0,-0.004527065904311062,0.09448114595962342
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.15,2.0,-0.006757084561043944,0.06261929463286563
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.15,1.0,-0.006431337291879622,0.05188324069665931
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.15,0.35,-0.008835582322783147,0.05534634643524033
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.15,0.25,0.05328979183104842,0.16289258354368313
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.2,3.0,-0.008611702952828771,0.10619989058495431
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.2,2.0,-0.005712686175965389,0.06582235011381043
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.2,1.0,-0.0040230890771652626,0.05249444215315943
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.2,0.35,0.002382821337784573,0.06980972134240881
0,120,1000,15,Simple,0.01,38.25,4,Second,3,0.2,0.25,0.13180382214738515,0.21780059668022836
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.0,3.0,-0.004919442538674425,0.09260068830119363
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.0,2.0,-0.007455218899569462,0.06365013885157454
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.0,1.0,-0.006746232760258987,0.05283736227985583
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.0,0.35,-0.008307305985738481,0.05369609746721556
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.0,0.25,-0.005222007726999543,0.050381004491413
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.05,3.0,-0.004949332825923935,0.09288114712389678
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.05,2.0,-0.007783490288254817,0.06251499620977174
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.05,1.0,-0.0087236776936583,0.05291702587119892
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.05,0.35,-0.01524444589195825,0.06566138250727468
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.05,0.25,0.00474994549123856,0.05429802525471421
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.1,3.0,-0.00803735987891079,0.09872813804992492
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.1,2.0,-0.010312593437574276,0.06944461234428646
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.1,1.0,-0.009443093899052072,0.05881128297789753
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.1,0.35,-0.009872648744396239,0.06875032461058989
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.1,0.25,0.023467385724669557,0.10386935805192736
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.15,3.0,-0.004257482359516016,0.0899120304157328
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.15,2.0,-0.00726004865306013,0.06139082013141863
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.15,1.0,-0.006897250383213621,0.052465699850136736
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.15,0.35,-0.0066252030983901975,0.056326360520219144
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.15,0.25,0.05195097432242654,0.12523071368120592
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.2,3.0,-0.008188744757764125,0.10517360966979443
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.2,2.0,-0.005351508996283306,0.07078963416359196
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.2,1.0,-0.002188409053104495,0.06862872070323706
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.2,0.35,0.001276543794231695,0.09205547720370251
0,120,1000,15,Simple,0.01,38.25,4,Second,4,0.2,0.25,0.15969510876961163,0.22823153222847287
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.0,3.0,-0.004695839434293917,0.09225964369432435
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.0,2.0,-0.007512027625087479,0.0631444332572385
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.0,1.0,-0.006782394139372167,0.05303312854113611
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.0,0.35,-0.009091704986923431,0.05454406358683861
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.0,0.25,-0.002143280924771715,0.051514152308910696
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.05,3.0,-0.005595076073897282,0.09053549031618945
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.05,2.0,-0.008726144482010671,0.06255716092320128
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.05,1.0,-0.00915653540258346,0.053412563227293444
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.05,0.35,-0.014151843587261412,0.07027489605360539
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.05,0.25,0.02344206802580968,0.1065775507821626
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.1,3.0,-0.007397170729495493,0.1061936274084559
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.1,2.0,-0.00967024279820677,0.07466247407128315
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.1,1.0,-0.008607214085603531,0.06221556008216133
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.1,0.35,-0.011690605045715697,0.06880825002328696
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.1,0.25,0.027237457171476766,0.0962448528658735
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.15,3.0,-0.0008437980022509689,0.08532180336416152
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.15,2.0,-0.008108867360809884,0.06431080990098953
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.15,1.0,-0.007459915650943888,0.06010672003194548
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.15,0.35,-0.0034515425176802556,0.06870923793084162
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.15,0.25,0.1017301106957177,0.24942826762121073
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.2,3.0,-0.008702798600433135,0.1135555142425116
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.2,2.0,-0.0067230745073015,0.08732987252764073
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.2,1.0,-0.00667454810661245,0.10739356161922538
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.2,0.35,-0.006501196978235383,0.13257949859813
0,120,1000,15,Simple,0.01,38.25,4,Second,5,0.2,0.25,0.19577867904556576,0.25577984993085334
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.0,3.0,-0.0046943968350676496,0.09272128566152689
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.0,2.0,-0.007636702345975453,0.06356550243410666
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.0,1.0,-0.006760447309639906,0.05284351331756553
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.0,0.35,-0.00991225536429266,0.05528024491627655
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.0,0.25,0.0028073190667898956,0.055806620066888676
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.05,3.0,-0.006709901634560534,0.08866011245777848
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.05,2.0,-0.009656966184014204,0.06247705609325595
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.05,1.0,-0.009269787949346893,0.055057678165157574
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.05,0.35,-0.011376818374177994,0.06972369140487855
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.05,0.25,0.00863076940863837,0.0820250099473476
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.1,3.0,-0.006174328541836522,0.11272689183177562
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.1,2.0,-0.008290944904818093,0.07991143780957044
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.1,1.0,-0.007454934903104491,0.06629581312724263
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.1,0.35,-0.014631547337431066,0.0840179018033471
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.1,0.25,0.039076205605705,0.11357415035765343
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.15,3.0,-0.001138612338194666,0.08858048976917446
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.15,2.0,0.0018042360240760136,0.0859895260168808
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.15,1.0,-0.0067547938252848294,0.06974723484810548
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.15,0.35,-0.0025256133143157205,0.08437802434419285
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.15,0.25,0.08452843168717106,0.17852216756891634
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.2,3.0,-0.007860352035980057,0.11887512621299215
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.2,2.0,-0.00702526991289862,0.09863485892536873
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.2,1.0,-0.011819387810815951,0.14182229479423789
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.2,0.35,0.009824265353624916,0.10242057335595568
0,120,1000,15,Simple,0.01,38.25,4,Second,6,0.2,0.25,0.22553950471703055,0.272939562770083
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.0,3.0,-0.011751361498013488,0.11496629343590122
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.0,2.0,-0.01042097207601244,0.08017230079899944
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.0,1.0,-0.007930508530816638,0.05945417951166304
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.0,0.35,-0.008074409683938783,0.0544887250351274
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.0,0.25,-0.00825377182636963,0.05460202623518936
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.05,3.0,-0.011785406324812196,0.11532179176725074
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.05,2.0,-0.010225737924412183,0.07848880915087982
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.05,1.0,-0.007848025658374108,0.055504280903253364
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.05,0.35,-0.009164911090176414,0.05463428814440923
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.05,0.25,-0.010769436498874126,0.056660405159825414
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.1,3.0,-0.011972829033629777,0.11939756405215286
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.1,2.0,-0.01044944126798628,0.081653390566715
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.1,1.0,-0.007765322418390797,0.05509043817618735
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.1,0.35,-0.00853294043803964,0.0533599549253495
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.1,0.25,-0.01230521482955613,0.059320653276565216
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.15,3.0,-0.012377130807653444,0.12894211063960379
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.15,2.0,-0.010749048505617032,0.087041616755834
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.15,1.0,-0.008021929452567746,0.05557445901577141
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.15,0.35,-0.002618321506488812,0.05046817619816028
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.15,0.25,-0.000611510911532271,0.057382775710339465
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.2,3.0,-0.016255130112228875,0.151022197280346
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.2,2.0,-0.011367664286658157,0.09684036572218845
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.2,1.0,-0.008196329467137798,0.05714467908387621
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.2,0.35,-0.015133254767493116,0.05957733082186963
0,120,1000,15,Simple,0.01,38.25,5,Second,1,0.2,0.25,0.04286053375518621,0.11603373407429343
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.0,3.0,-0.011215091428859595,0.09924370447932793
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.0,2.0,-0.009197520805678606,0.06409472879916307
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.0,1.0,-0.007490614495720957,0.05394405643377146
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.0,0.35,-0.008171348509898512,0.053977453224015474
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.0,0.25,-0.008413771325747997,0.05447616027637605
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.05,3.0,-0.011196749148182082,0.09887217255471877
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.05,2.0,-0.008897443796396329,0.06346253322198035
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.05,1.0,-0.006622745224685089,0.05093192263152025
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.05,0.35,-0.010237592483197,0.053670511886135655
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.05,0.25,-0.011551586447133232,0.05472293386906856
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.1,3.0,-0.01047748701248987,0.09797990691676182
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.1,2.0,-0.00848847971988172,0.06374478874556341
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.1,1.0,-0.007190414029044382,0.05349513947647362
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.1,0.35,-0.011226060687152878,0.06029747452155257
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.1,0.25,-0.004314590555923892,0.06147488507895982
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.15,3.0,-0.008966240087079611,0.10210060093126261
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.15,2.0,-0.006916765857716472,0.06363455543062042
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.15,1.0,-0.004777087456329209,0.051981627365734306
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.15,0.35,-0.008040606907939535,0.05124973602608425
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.15,0.25,0.019962420540888762,0.09616922900308247
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.2,3.0,-0.010539843764303976,0.12012467494770353
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.2,2.0,-0.007853106169585526,0.06863492526634392
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.2,1.0,-0.005827452579634374,0.05102737834990798
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.2,0.35,-0.01163967330410461,0.0900671652547861
0,120,1000,15,Simple,0.01,38.25,5,Second,2,0.2,0.25,0.10434498747786787,0.20162265421565548
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.0,3.0,-0.011176430383694955,0.09612847586820412
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.0,2.0,-0.008982786922247282,0.06199057282423982
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.0,1.0,-0.0074952272738662675,0.05391341136711001
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.0,0.35,-0.008325997408213826,0.05413871172297324
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.0,0.25,-0.0075121121980020154,0.05260520667670669
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.05,3.0,-0.010751864295925957,0.09616940039919437
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.05,2.0,-0.008171287628825337,0.06124770317433327
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.05,1.0,-0.0058764171534892926,0.05153235866521009
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.05,0.35,-0.01371221911511001,0.05791199442784376
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.05,0.25,-0.00832210165436774,0.05491884006209337
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.1,3.0,-0.009929297577864536,0.09479013877894099
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.1,2.0,-0.008500190024876514,0.0648867725039055
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.1,1.0,-0.007739603235100811,0.05831334664924696
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.1,0.35,-0.010585307287992809,0.06732049077509324
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.1,0.25,0.008938753567011853,0.07206291054192786
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.15,3.0,-0.006216023368252062,0.09695839454117332
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.15,2.0,-0.004677041601208106,0.0669020370150185
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.15,1.0,-0.0026850203863201666,0.05841927652614983
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.15,0.35,-0.008926795723598266,0.05540763355767223
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.15,0.25,0.053318909444874905,0.1641189628594791
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.2,3.0,-0.008666791490153841,0.10618466196834331
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.2,2.0,-0.005550724402721449,0.0634414909129026
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.2,1.0,-0.0022243707427381017,0.051353544788806875
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.2,0.35,0.0021864761333797197,0.06986035353701657
0,120,1000,15,Simple,0.01,38.25,5,Second,3,0.2,0.25,0.1315988575155098,0.21788880724936027
0,120,1000,15,Simple,0.01,38.25,5,Second,4,0.0,3.0,-0.011318105996091168,0.09531832419516259
0,120,1000,15,Simple,0.01,38.25,5,Second,4,0.0,2.0,-0.007747704841338894,0.06392690479536138
0,120,1000,15,Simple,0.01,38.25,5,Second,4,0.0,1.0,-0.007276490864201642,0.05336144251944809
0,120,1000,15,Simple,0.01,38.25,5,Second,4,0.0,0.35,-0.008843391075525031,0.05465989383329646
0,120,1000,15,Simple,0.01,38.25,5,Second,4,0.0,0.25,-0.0054231987897199975,0.05040372863120189
0,120,1000,15,Simple,0.01,38.25,5,Second,4,0.05,3.0,-0.00971144311396679,0.0927677767954762
0,120,1000,15,Simple,0.01,38.25,5,Second,4,0.05,2.0,-0.007306833722982313,0.06071786544301295
